,identifyer,response_id,sentence_number,token,lemma,pos
0,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,Vijftig,Vijftig,NUM
1,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,plus,plus,ADV
2,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0, , ,SPACE
3,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,een,één,NUM
4,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,van,van,ADP
5,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,literaire,literair,ADJ
6,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,canon,canon,NOUN
7,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,be,be,SYM
8,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,vind,vinden,VERB
9,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,ik,ik,PRON
10,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,mooi,mooi,ADJ
11,QC_R_5yU9NUzFdYgqOSR_0,R_5yU9NUzFdYgqOSR,0,.,.,PUNCT
12,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,Laat,laten,VERB
13,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,nl,nl,PRON
14,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,zien,zien,VERB
15,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,dat,dat,SCONJ
16,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,het,het,PRON
17,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,aan,aan,ADP
18,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,verandering,verandering,NOUN
19,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,onderhevig,onderhevig,ADJ
20,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,kan,kunnen,AUX
21,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,zijn,zijn,AUX
22,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,",",",",PUNCT
23,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,maar,maar,CCONJ
24,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,dat,dat,SCONJ
25,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,er,er,ADV
26,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,wel,wel,ADV
27,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,een,een,DET
28,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,vaste,vast,ADJ
29,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,basis,basis,NOUN
30,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,is,zijn,AUX
31,QC_R_5yU9NUzFdYgqOSR_1,R_5yU9NUzFdYgqOSR,1,.,.,PUNCT
32,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,Morgen,morgen,ADV
33,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,of,of,CCONJ
34,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,over,over,ADP
35,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,een,een,DET
36,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,maand,maand,NOUN
37,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,zou,zullen,AUX
38,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,ik,ik,PRON
39,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,zelf,zelf,ADV
40,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,ook,ook,ADV
41,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,andere,ander,ADJ
42,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,titels,titel,NOUN
43,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,kiezen,kiezen,VERB
44,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,",",",",PUNCT
45,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,smaak,smaak,NOUN
46,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,verandert,veranderen,VERB
47,QC_R_5yU9NUzFdYgqOSR_2,R_5yU9NUzFdYgqOSR,2,.,.,PUNCT
48,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,Dat,dat,PRON
49,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,is,zijn,AUX
50,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,fijn,fijn,ADJ
51,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,want,want,CCONJ
52,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,dan,dan,ADV
53,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,kan,kunnen,AUX
54,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,je,je,PRON
55,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,altijd,altijd,ADV
56,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,nog,nog,ADV
57,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,meer,veel,ADV
58,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,blijven,blijven,VERB
59,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,lezen,lezen,VERB
60,QC_R_5yU9NUzFdYgqOSR_3,R_5yU9NUzFdYgqOSR,3,.,.,PUNCT
61,QC_R_1OKcP6ZdBt2gs57_0,R_1OKcP6ZdBt2gs57,0,Succes,Succes,NOUN
62,QC_R_1OKcP6ZdBt2gs57_0,R_1OKcP6ZdBt2gs57,0,met,met,ADP
63,QC_R_1OKcP6ZdBt2gs57_0,R_1OKcP6ZdBt2gs57,0,het,het,DET
64,QC_R_1OKcP6ZdBt2gs57_0,R_1OKcP6ZdBt2gs57,0,uitwerken,uitwerken,VERB
65,QC_R_1OKcP6ZdBt2gs57_0,R_1OKcP6ZdBt2gs57,0,!,!,PUNCT
66,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,Raar,Raar,NOUN
67,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,dat,dat,SCONJ
68,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,ik,ik,PRON
69,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,geboorteland,geboorteland,NOUN
70,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,moet,moeten,AUX
71,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,invullen,invullen,VERB
72,QC_R_2ZWWyIrEgTYRDuY_0,R_2ZWWyIrEgTYRDuY,0,.,.,PUNCT
73,QC_R_2ZWWyIrEgTYRDuY_1,R_2ZWWyIrEgTYRDuY,1,Mis,Mis,VERB
74,QC_R_2ZWWyIrEgTYRDuY_1,R_2ZWWyIrEgTYRDuY,1,daar,daar,ADV
75,QC_R_2ZWWyIrEgTYRDuY_1,R_2ZWWyIrEgTYRDuY,1,de,de,DET
76,QC_R_2ZWWyIrEgTYRDuY_1,R_2ZWWyIrEgTYRDuY,1,optie,optie,NOUN
77,QC_R_2ZWWyIrEgTYRDuY_1,R_2ZWWyIrEgTYRDuY,1,nvt,nvt,ADP
78,QC_R_w1oYTTPNXPzoxb3_0,R_w1oYTTPNXPzoxb3,0,Succes,Succes,NOUN
79,QC_R_w1oYTTPNXPzoxb3_0,R_w1oYTTPNXPzoxb3,0,!,!,PUNCT
80,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,Ik,ik,PRON
81,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,vond,vinden,VERB
82,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,dit,dit,PRON
83,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,een,een,DET
84,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,zeer,zeer,ADV
85,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,nuttige,nuttig,ADJ
86,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,en,en,CCONJ
87,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,leuke,leuk,ADJ
88,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,enquête,enquête,NOUN
89,QC_R_1DIQvG7A6ens6Yy_0,R_1DIQvG7A6ens6Yy,0,.,.,PUNCT
90,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,Ben,zijn,AUX
91,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,benieuwd,benieuwd,ADJ
92,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,naar,naar,ADP
93,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,de,de,DET
94,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,resultaten,resultaat,NOUN
95,QC_R_1DIQvG7A6ens6Yy_1,R_1DIQvG7A6ens6Yy,1,.,.,PUNCT
96,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,hoe,hoe,ADV
97,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,zou,zullen,AUX
98,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,plezier,plezier,NOUN
99,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,in,in,ADP
100,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,lezen,lezen,VERB
101,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,worden,worden,AUX
102,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,overgedragen,overdragen,VERB
103,QC_R_2xzMp0NtXCreGct_0,R_2xzMp0NtXCreGct,0,?,?,PUNCT
104,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,volgens,volgens,ADP
105,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,mij,mij,PRON
106,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,speelt,spelen,VERB
107,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,een,een,DET
108,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,eventuele,eventueel,ADJ
109,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,canon,canon,NOUN
110,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,daar,daar,ADV
111,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,(,(,PUNCT
112,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,helaas,helaas,ADV
113,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,),),PUNCT
114,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,maar,maar,CCONJ
115,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,een,een,DET
116,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,kleine,klein,ADJ
117,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,rol,rol,NOUN
118,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,bij,bij,ADP
119,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,;,;,PUNCT
120,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,eerder,eerder,ADJ
121,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,contact,contact,NOUN
122,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,met,met,ADP
123,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,positieve,positief,ADJ
124,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,rolmodellen,rolmodell,NOUN
125,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,(,(,PUNCT
126,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,bijvoorbeeld,bijvoorbeeld,ADV
127,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,ouders,ouder,NOUN
128,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,",",",",PUNCT
129,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,leraren,leraar,NOUN
130,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,),),PUNCT
131,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,en,en,CCONJ
132,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,kinderen,kind,NOUN
133,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,(,(,PUNCT
134,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,leerlingen,leerling,NOUN
135,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,),),PUNCT
136,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,die,die,PRON
137,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,meer,veel,DET
138,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,vrijheid,vrijheid,NOUN
139,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,krijgen,krijgen,VERB
140,QC_R_2xzMp0NtXCreGct_1,R_2xzMp0NtXCreGct,1,.,.,PUNCT
141,QC_R_20UsEqYNg498eZn_0,R_20UsEqYNg498eZn,0,goed,goed,ADJ
142,QC_R_20UsEqYNg498eZn_0,R_20UsEqYNg498eZn,0,initiatief,initiatief,NOUN
143,QC_R_20UsEqYNg498eZn_0,R_20UsEqYNg498eZn,0,",",",",PUNCT
144,QC_R_20UsEqYNg498eZn_0,R_20UsEqYNg498eZn,0,succes,succes,NOUN
145,QC_R_20UsEqYNg498eZn_0,R_20UsEqYNg498eZn,0,!,!,PUNCT
146,QC_R_7Vx8DQjSY3DZ757_0,R_7Vx8DQjSY3DZ757,0,gender,gender,SYM
147,QC_R_7Vx8DQjSY3DZ757_0,R_7Vx8DQjSY3DZ757,0,s,s,NOUN
148,QC_R_7Vx8DQjSY3DZ757_0,R_7Vx8DQjSY3DZ757,0,gee,Gee,ADJ
149,QC_R_7Vx8DQjSY3DZ757_0,R_7Vx8DQjSY3DZ757,0,Nederlands,Nederlands,PROPN
150,QC_R_7Vx8DQjSY3DZ757_0,R_7Vx8DQjSY3DZ757,0,.......,.......,PUNCT
151,QC_R_0JazDchQehQd5df_0,R_0JazDchQehQd5df,0,Flexibliteit,Flexibliteit,PROPN
152,QC_R_0JazDchQehQd5df_0,R_0JazDchQehQd5df,0,verhoogt,verhogen,VERB
153,QC_R_0JazDchQehQd5df_0,R_0JazDchQehQd5df,0,leeservaringen,leeservaring,NOUN
154,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,De,de,DET
155,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,eerste,één,ADJ
156,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,vragen,vraag,NOUN
157,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,suggereren,suggereren,VERB
158,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,dat,dat,SCONJ
159,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,er,er,ADV
160,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,een,een,DET
161,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,canon,canon,NOUN
162,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,moet,moeten,AUX
163,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,bestaan,bestaan,VERB
164,QC_R_1mrgaYR9bnC2oPA_0,R_1mrgaYR9bnC2oPA,0,.,.,PUNCT
165,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,Dat,dat,PRON
166,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,zou,zullen,AUX
167,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,ik,ik,PRON
168,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,anders,ander,ADV
169,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,geformuleerd,formuleren,VERB
170,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,hebben,hebben,AUX
171,QC_R_1mrgaYR9bnC2oPA_1,R_1mrgaYR9bnC2oPA,1,.,.,PUNCT
172,QC_R_24jhM71p601LULE_0,R_24jhM71p601LULE,0,Succes,Succes,NOUN
173,QC_R_1FLm2Q4jmijqzIh_0,R_1FLm2Q4jmijqzIh,0,Aub,aub,ADV
174,QC_R_1FLm2Q4jmijqzIh_0,R_1FLm2Q4jmijqzIh,0,meer,veel,DET
175,QC_R_1FLm2Q4jmijqzIh_0,R_1FLm2Q4jmijqzIh,0,vrouwelijke,vrouwelijk,ADJ
176,QC_R_1FLm2Q4jmijqzIh_0,R_1FLm2Q4jmijqzIh,0,auteurs,auteur,NOUN
177,QC_R_1FLm2Q4jmijqzIh_0,R_1FLm2Q4jmijqzIh,0,!,!,PUNCT
178,QC_R_PCERSI50DolBWYF_0,R_PCERSI50DolBWYF,0,Zie,zien,VERB
179,QC_R_PCERSI50DolBWYF_0,R_PCERSI50DolBWYF,0,boven,boven,ADP
180,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,Actieve,Actieve,ADJ
181,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,kennis,kennis,NOUN
182,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,is,zijn,AUX
183,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,lastig,lastig,ADJ
184,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,;,;,PUNCT
185,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,drie,drie,NUM
186,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,boeken,boek,NOUN
187,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,kiezen,kiezen,VERB
188,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,haast,haast,ADV
189,QC_R_RmJdACiBI3uBUnT_0,R_RmJdACiBI3uBUnT,0,ondoenlijk,ondoenlijk,ADJ
190,QC_R_sMYp4oZjdkf51Tz_0,R_sMYp4oZjdkf51Tz,0,Dbnl-mailing,Dbnlmailing,PROPN
191,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,Ik,ik,PRON
192,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,heb,hebben,VERB
193,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,mijn,mijn,PRON
194,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,geslacht,geslacht,NOUN
195,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,maar,maar,ADV
196,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,ingevuld,invullen,VERB
197,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,want,want,CCONJ
198,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,ik,ik,PRON
199,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,zou,zullen,AUX
200,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,bij,bij,ADP
201,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,god,god,NOUN
202,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,niet,niet,ADV
203,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,weten,weten,VERB
204,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,wat,wat,PRON
205,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,mijn,mijn,PRON
206,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,gender,gender,NOUN
207,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,is,zijn,AUX
208,QC_R_3qHuYAOKT9XO8O6_0,R_3qHuYAOKT9XO8O6,0,.,.,PUNCT
209,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,Het,het,PRON
210,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,lijkt,lijken,VERB
211,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,me,me,PRON
212,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,echt,echt,ADJ
213,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,bizar,bizar,ADJ
214,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,om,om,ADP
215,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,daar,daar,ADV
216,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,naar,naar,ADP
217,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,te,te,ADP
218,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,vragen,afvragen,VERB
219,QC_R_3qHuYAOKT9XO8O6_1,R_3qHuYAOKT9XO8O6,1,.,.,PUNCT
220,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,Daarvoor,daarvoor,ADV
221,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,moet,moeten,AUX
222,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,men,men,PRON
223,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,toch,toch,ADV
224,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,op,op,ADP
225,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,de,de,DET
226,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,tafel,tafel,NOUN
227,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,bij,bij,ADP
228,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,de,de,DET
229,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,geneesheer,geneesheer,NOUN
230,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,om,om,ADP
231,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,uit,uit,ADP
232,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,te,te,ADP
233,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,zoeken,uitzoeken,VERB
234,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,welke,welk,DET
235,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,chromosomen,chromosoom,NOUN
236,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,je,je,PRON
237,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,hebt,hebben,VERB
238,QC_R_3qHuYAOKT9XO8O6_2,R_3qHuYAOKT9XO8O6,2,?,?,PUNCT
239,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,Of,of,CCONJ
240,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,mag,mogen,AUX
241,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,je,je,PRON
242,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,dat,dat,PRON
243,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,gewoon,gewoon,ADJ
244,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,kiezen,kiezen,VERB
245,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,omdat,omdat,SCONJ
246,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,dit,dit,PRON
247,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,tegenwoordig,tegenwoordig,ADJ
248,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,hip,hip,ADJ
249,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,is,zijn,AUX
250,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,of,of,CCONJ
251,QC_R_3qHuYAOKT9XO8O6_3,R_3qHuYAOKT9XO8O6,3,omdat,omdat,SCONJ
